RecA (2300)	SSBa (2317)	RecJ (1819)	RecQ (2217)	RecF (1863)	RecO (2141)	RecR (2278)	RecB (665)	RecC (675)	RecD (1667)	AddA (1220)	AddB (1122)	AdnA (389)	AdnB (391)	Abi2 (49)	AbiA (5)	AbiB (0)	AbiC (11)	AbiD (277)	AbiE (328)	AbiG (3)	AbiH (110)	AbiI (1)	AbiJ (49)	AbiK (3)	AbiL (35)	AbiN (12)	AbiO (11)	AbiP2 (15)	AbiQ (26)	AbiR (7)	AbiT (0)	AbiU (101)	AbiV (10)	AbiZ (28)	Aditi (6)	Avs (71)	Azaca (53)	Borvo (13)	BREX (242)	BstA (14)	Bunzi (15)	Butters_gp30_gp31 (9)	Butters_gp57r (4)	CapRel (49)	CARD_NLR (16)	Cas (1013)	CBASS (341)	Charlie_gp32 (19)	DarTG (102)	Dazbog (11)	dCTPdeaminase (72)	DdmDE (14)	Detocs (28)	dGTPase (142)	DISARM (53)	Dnd (61)	Dodola (17)	Dpd (18)	DRT (136)	Druantia (69)	Dsr (36)	Eleos (40)	FS_GIY_YIG (10)	FS_HP (5)	FS_HP_SDH_sah (0)	FS_HsdR_like (0)	FS_Sma (2)	Gabija (335)	Gao_Ape (6)	Gao_Her (21)	Gao_Hhe (11)	Gao_Iet (36)	Gao_Mza (4)	Gao_Ppl (19)	Gao_Qat (50)	Gao_RL (25)	Gao_TerY (11)	Gao_Tmn (15)	Gao_Upx (6)	GAPS1 (3)	GAPS2 (64)	GAPS4 (17)	GAPS6 (5)	GasderMIN (6)	Hachiman (123)	Hna (63)	ISG15-like (6)	JukAB (10)	Kiwa (83)	Lamassu-Fam (315)	Lit (11)	MADS (14)	MazEF (312)	Menshen (61)	MMB_gp29_gp30 (1)	Mok_Hok_Sok (13)	Mokosh (151)	MqsRAC (4)	Nhi (14)	NixI (0)	NLR (36)	Old_exonuclease (9)	Olokun (28)	pAgo (128)	Panchino_gp28 (1)	Paris (116)	PD-Lambda-1 (127)	PD-Lambda-2 (9)	PD-Lambda-3 (0)	PD-Lambda-4 (1)	PD-Lambda-5 (40)	PD-Lambda-6 (3)	PD-T4-1 (8)	PD-T4-10 (5)	PD-T4-2 (4)	PD-T4-3 (35)	PD-T4-4 (12)	PD-T4-5 (17)	PD-T4-6 (5)	PD-T4-7 (14)	PD-T4-8 (13)	PD-T4-9 (21)	PD-T7-1 (24)	PD-T7-2 (169)	PD-T7-3 (23)	PD-T7-4 (51)	PD-T7-5 (26)	PfiAT (96)	Phrann_gp29_gp30 (12)	Pif (2)	PrrC (63)	PsyrTA (27)	Pycsar (62)	RADAR (7)	Retron (214)	RexAB (0)	RloC (216)	RM (2037)	RnlAB (17)	RosmerTA (128)	Rst_2TM_1TM_TIR (0)	Rst_3HP (12)	Rst_DUF4238 (5)	Rst_gop_beta_cll (3)	Rst_HelicaseDUF2290 (16)	Rst_Hydrolase-3Tm (8)	Rst_RT-nitrilase-Tm (0)	Rst_TIR-NLR (8)	SanaTA (151)	SEFIR (55)	Septu (290)	Shango (112)	Shedu (133)	ShosTA (52)	SoFIC (376)	SpbK (15)	SspBCDE (82)	Stk2 (4)	Thoeris (58)	Tiamat (61)	Uzume (20)	Viperin (30)	Wadjet (479)	Zorya (73)
RecA (2300)	1	0.0720555074018718	0.0390619251265284	0.01817686830584	0.0239007131088525	0.0965572585975883	0.0771551270235603	0.0364216409922279	0.0278528108341143	0.0209371958088637	0.00510511164678079	-0.00351846335254298	0.0115974537166806	0.0118087372347312	-0.0146346927390203	0.00474325344371775	NA	0.00704450090148301	0.0113047679190683	-0.0319407444186161	0.00367252499265373	0.0027254134378151	0.00211942034009318	0.0149916364643624	0.00367252499265373	0.0126314389876011	0.00735933226083799	0.00704450090148301	0.00823332702747123	0.0108655912817339	0.00561471486248376	NA	0.000898255826448673	0.00671521660147569	0.0112806669327442	0.00519709448146325	0.0181338609540651	0.0156052622161083	0.007661492949546	-0.00697967813659295	0.00795242772487545	0.00823332702747123	0.0063692377414771	0.0042415804245294	0.0149916364643624	0.0085051855356692	-0.0389578080763065	0.0183022368332964	0.00927434053914903	0.00110861316881519	0.00704450090148301	0.0182651716521438	0.00795242772487545	0.0112806669327442	0.0260590453642395	-0.0129062388768442	0.016771207930124	0.00876884445108329	0.00902502272057555	-0.0107987487872706	-0.00720790584837211	0.0128134165016405	-0.0192073206229244	0.00671521660147569	0.00474325344371775	NA	NA	0.00299795833608858	0.00556880382107739	0.00519709448146325	0.00975448580871186	0.00704450090148301	0.0128134165016405	0.0042415804245294	0.00927434053914903	0.015147169135549	0.0106522713663342	0.00704450090148301	0.00823332702747123	0.00519709448146325	0.00367252499265373	0.0171900630762319	0.00876884445108329	0.00474325344371775	0.00519709448146325	0.00513721246754515	-0.00915726820834527	0.00519709448146325	0.00671521660147569	-0.0262119033164261	0.00314602769842396	0.00704450090148301	0.00795242772487545	0.0152565914284906	0.016771207930124	0.00211942034009318	0.007661492949546	-0.0248769752250227	-0.0984400123526203	0.00795242772487545	NA	-0.0216523010328647	0.0063692377414771	0.0112806669327442	-0.0499664957306333	0.00211942034009318	0.00386865287868856	-0.0316185952283393	0.0063692377414771	NA	0.00211942034009318	-0.0192073206229244	0.00367252499265373	0.00600367837985668	0.00474325344371775	0.0042415804245294	0.0126314389876011	0.00735933226083799	0.00876884445108329	0.00474325344371775	-0.0470518640388464	-0.0494068070977132	0.00975448580871186	0.0104347826086957	0.0122155031282772	0.0102128584237632	0.0153012557108223	0.0108655912817339	0.0212040942579747	0.00735933226083799	0.00299795833608858	0.0170514649396772	0.0110749834863446	-0.00950155296335569	0.00561471486248376	0.00309102251741947	NA	0.00338090581179753	-0.012469298357948	0.00876884445108329	-0.0126521846515872	NA	0.00735933226083799	0.00474325344371775	0.00367252499265373	0.0085051855356692	0.00600367837985668	NA	0.00600367837985668	0.0096595184565502	-0.0120966629836942	-6.65023870048379e-05	-0.0366334946927906	0.00684389246498304	0.0154539396222099	-0.0360263699188589	0.00823332702747123	-0.0266036070747005	0.0042415804245294	0.0163427729411822	0.016771207930124	0.009517337345336	0.0116816885569592	-0.0110834746589838	-0.00600588915212878
SSBa (2317)	0.0720555074018718	1	0.00911845142353239	-0.0120752198174485	0.031730936867317	0.0713908692935826	-0.00781066585963795	0.0347995503780611	0.0351663716618431	0.0701159437775023	-0.00511499609588471	-0.00974999877622507	0.0246445174608871	0.0247205685441082	0.0080666523899851	0.00255223482900116	NA	0.00379048279140736	-0.00401467031459715	-0.0453779921087902	0.00197610064649669	0.0122516205440992	0.00114041100132311	0.0080666523899851	0.00197610064649669	0.00679668478758118	0.00395988625469296	0.00379048279140736	-0.093624102899392	0.00584652303234237	0.00302114803625373	NA	0.0117159351376694	0.00361330253547231	0.00606986562740898	0.00279643618090204	0.00975741061707937	0.00839683019603336	0.00412247192354371	0.0187392982558756	0.0042790171883865	0.00443016259776295	0.00342713932343566	0.00228229619562745	0.0080666523899851	0.00457644336504997	-0.0308591681753833	0.000601575257949192	0.00499030785955256	0.0117764410294612	0.00379048279140736	0.00982806586268946	0.0042790171883865	0.00606986562740898	0.0140217688087535	0.00839683019603336	-0.0400911117357883	0.00471831212135408	0.00485615571533239	0.0137035092873045	0.00961473403915468	0.00689460267346647	-0.0530995461492872	0.00361330253547231	0.00255223482900116	NA	NA	0.00161313195089627	0.0225575025465757	0.00279643618090204	0.00524866290941421	0.00379048279140736	0.00689460267346647	0.00228229619562745	0.00499030785955256	0.00815034091836727	0.00573174052614416	-0.110613179640157	0.00443016259776295	0.00279643618090204	0.00197610064649669	0.00924957483644384	0.00471831212135408	0.00255223482900116	0.00279643618090204	0.0129935714098309	-0.0391757867719066	0.00279643618090204	0.00361330253547231	0.0105780135995895	-0.0241138294418144	0.00379048279140736	0.0042790171883865	0.0216445874219757	-0.0400911117357883	0.00114041100132311	0.00412247192354371	-0.0173678572607709	0.00228229619562745	0.0042790171883865	NA	0.00689460267346647	0.00342713932343566	0.00606986562740898	-0.021149252283964	0.00114041100132311	-0.0234590934410241	-0.0213315775937214	0.00342713932343566	NA	0.00114041100132311	-0.0530995461492872	0.00197610064649669	0.00323044029694142	0.00255223482900116	0.00228229619562745	0.00679668478758118	0.00395988625469296	0.00471831212135408	0.00255223482900116	0.0042790171883865	0.00412247192354371	0.00524866290941421	0.00561471486248378	-0.0148459029768752	0.00549530259811643	0.00823325133602911	0.00584652303234237	0.0114094320543433	0.00395988625469296	0.00161313195089627	0.00917499838895961	0.0059591921283269	0.00909987753261736	0.00302114803625373	-0.00965205740303224	NA	-0.00944891219960761	0.00323490889435788	0.00471831212135408	0.0132701190801345	NA	0.00395988625469296	0.00255223482900116	0.00197610064649669	0.00457644336504997	0.00323044029694142	NA	0.00323044029694142	0.014489206886058	-0.0430989985988687	-0.00300580512268291	0.0123680847677792	-0.0202624553222026	0.00831540701273831	0.00282585764992072	0.00443016259776295	0.0105117524596889	0.00228229619562745	0.00879366763717592	-0.0400911117357883	0.00512105881339564	0.00628564607613442	0.00859483207506332	0.00989827887893779
RecJ (1819)	0.0390619251265284	0.00911845142353239	1	0.0833857515252872	-0.0161548417037176	0.0202775833939271	-0.0224396565035454	0.0380980972620121	0.0406252091672792	0.0561530377826831	0.484943220851553	0.458953931388063	-0.836977570237746	-0.845210391872244	0.0119656029369793	0.0244660561085615	NA	0.0363360626535291	-0.0122639817703188	0.0397784432975252	0.0189431586560835	0.0584839083079419	0.0109321286694104	0.0628030091993922	0.0189431586560835	0.0651539072641861	0.0379599863578198	0.00593281887070223	0.0294389545933931	0.0262854828883612	0.0289611193011502	NA	0.00996382581502715	0.0346375896001193	0.0581865239531013	0.0268070021333948	0.0692851098914388	-0.0453125233560147	0.0255290459473952	-0.032158629620478	0.0410192171311814	0.0424681167482295	-0.101537108432653	-0.0788055244652368	-0.0170843434986852	-0.0318386048890646	0.082318243815342	0.0563164977841603	-0.172310600555908	0.0670505138663968	0.0363360626535291	0.070126070646187	0.0410192171311814	0.0581865239531013	0.125702211221438	-0.0872477344581764	0.0147178687819576	-0.0527222095871905	-0.00105496797868746	0.0869126858553081	0.0245490627276951	0.0660925608954573	-0.0104938173196898	0.0346375896001193	0.0244660561085615	NA	NA	0.0154636933767517	0.0617714793909404	0.0268070021333948	0.0282623939123252	0.0363360626535291	0.04919496886894	0.0218783891451042	0.0130774776556855	0.0565570048573995	0.0549452126108788	-0.0396720468035381	0.0424681167482295	0.0268070021333948	0.0189431586560835	0.0822919019147169	0.0329862850230239	0.0244660561085615	0.00624611996903523	0.054653951967004	-0.0148426282250675	0.0268070021333948	0.0346375896001193	0.0845353149760257	0.0653780167282055	0.0363360626535291	-0.0129149614333819	0.183004379701954	0.00819157092863394	-0.0393773109894207	0.0395185537950129	0.0669331884935083	0.0218783891451042	0.0410192171311814	NA	0.04919496886894	0.0328530047573436	0.0390598645942601	0.0769001008984116	0.0109321286694104	0.0489017180076956	-0.0523459799601204	0.0328530047573436	NA	0.0109321286694104	-0.0185160645075053	-0.0101155216849977	0.0309674222223728	0.0244660561085615	0.0218783891451042	-0.00338026211944885	0.0379599863578198	0.0452303556816259	0.0244660561085615	0.0410192171311814	-0.0164394775954577	0.0503143675407434	0.0228616178434934	0.0913017108381663	0.0105175959502874	0.0718032297556992	0.0560455326931117	0.109372304474671	-0.136731119177969	0.0154636933767517	0.0751033117881187	0.0376521970978952	0.00953401479577194	0.0289611193011502	0.128107742903865	NA	0.0752336591827303	0.0115294027034071	0.0329862850230239	-0.0145707940181144	NA	0.0379599863578198	0.0244660561085615	0.0189431586560835	0.043870383271426	-0.0759161756659357	NA	0.0309674222223728	0.0923316259265907	0.0271221399777358	0.11686735578442	0.060102754587373	-0.0453651703040108	0.0656035113266285	0.0784923835553516	0.0424681167482295	0.0498700682939621	-0.00329258925748103	0.0575431589419078	-0.0179136204846609	-0.0864587290293245	0.0232827001662827	-0.247395519352031	0.0829227852480315
RecQ (2217)	0.01817686830584	-0.0120752198174485	0.0833857515252872	1	0.282024308628433	0.339792204885986	0.20462598159694	0.134547405656459	0.113420105066436	0.0991716064665091	0.029480854645858	0.0479015678921933	0.0820022467789624	0.082339955590718	-0.0106324051556823	0.0102010216699445	NA	0.0151501721766837	0.0237844071797655	0.0477762725857665	0.0078982722466774	0.0199618302148848	0.0045581061761831	0.0322415848648019	0.0078982722466774	0.0103077155188868	-0.0128195879435643	-0.0147640165562074	0.0177069069615524	-0.0351947270491932	0.0120752198174473	NA	0.0468273949030785	0.0144420008086965	0.024260632327113	0.011177069506242	0.0270690656709962	0.01980771939836	0.0164770987951231	0.0211212223058371	0.0171027942134455	0.0177069069615524	0.0136979254835918	0.00912210455099002	-0.0106324051556823	0.0182915762325904	-0.0553180437459128	0.0736935546656387	0.0199457503034352	0.0270236210355873	0.0151501721766837	0.0392817744275401	-0.0094305126971335	0.024260632327113	0.0560435763369874	0.0335612717980579	0.0360687990967323	0.0188586111468167	0.0194095578987599	0.0547715255687456	0.0384291089400087	0.0275570219787387	0.0290730763066493	0.0144420008086965	0.0102010216699445	NA	NA	0.00644752348043625	0.0667780352454615	0.011177069506242	0.0209783690234024	0.0151501721766837	0.0275570219787387	0.00912210455099002	-0.00285499918263636	0.032576079356396	-0.0567034342142555	0.0151501721766837	0.0177069069615524	0.011177069506242	0.0078982722466774	0.0369696049408042	0.0188586111468167	0.0102010216699445	0.011177069506242	0.0244221092843503	0.0240288014004316	0.011177069506242	0.0144420008086965	0.0422792388569543	0.0450040695191462	0.0151501721766837	0.0171027942134455	0.0624215749231216	0.0103835258928696	0.0045581061761831	0.0164770987951231	0.0495819159408509	0.00912210455099002	-0.0094305126971335	NA	0.0109312382096347	0.0136979254835918	0.024260632327113	0.0350394034629635	0.0045581061761831	0.0314979480355201	0.0528196931997736	0.0136979254835918	NA	0.0045581061761831	-0.00249974114038478	0.0078982722466774	0.0129117395852861	0.0102010216699445	0.00912210455099002	0.0271656542000218	-0.127406981716039	0.0188586111468167	0.0102010216699445	0.0171027942134455	0.0164770987951231	-0.000718884919805087	0.0224414412545141	0.0219883393539121	0.00122271039497605	0.0329074638189937	0.0233679548092734	0.0352849830598321	0.0158272604995543	0.00644752348043625	0.0240288014004316	0.0238182816665869	0.0363712801225261	0.0120752198174473	0.0699640113087011	NA	0.0491096248031503	-0.00133458177690745	-0.0293298575779793	0.0440393563418237	NA	0.0158272604995543	0.0102010216699445	0.0078982722466774	0.0182915762325904	0.0129117395852861	NA	0.0129117395852861	0.00793210294058435	0.0342037039772063	0.0643147094365394	0.0302609818182847	0.0541269647404366	0.0193537193701845	0.0574905120493519	0.0177069069615524	0.0308858991414331	0.00912210455099002	0.0351473904774762	0.0360687990967323	0.0204683484979137	0.00693428444274055	0.0662570284232451	0.0277914398155222
RecF (1863)	0.0239007131088525	0.031730936867317	-0.0161548417037176	0.282024308628433	1	0.343338299615788	0.200450630857631	-0.000208547569184834	-0.00737728952392822	0.119031040329317	0.0324231730199895	0.0508868384766542	0.19991421820273	0.203534311079353	-0.00210394972503314	0.0230982279570436	NA	0.0185830763107235	0.0797504025949848	0.00949523927413795	0.0178841001149975	0.0854719533760598	0.0103209442069991	0.00540692456218195	0.0178841001149975	0.00835273241830093	0.0358377506472063	-0.0285815425601772	-0.0138052701397032	0.0118750023351371	0.0273419848520259	NA	-0.0262773076036706	0.0162157730913305	-0.00440897775585448	0.00404420384917978	0.0130661550869047	-0.0179741889335396	0.0373091829774099	0.00708099925148072	0.0108365452310828	-0.000330491557313349	0.0136429794903652	0.0206552301508736	-0.00210394972503314	0.0283679895432071	-0.0240594482397091	0.0202566426824644	0.0451632691498367	0.0381012049205455	0.0343046159343571	-0.0480638177039501	0.0387259484614663	-0.0439706159975757	0.090858699872789	0.0109387822251702	0.0276747204294777	0.0427016541397846	0.00702296865213243	0.03207699914226	0.0743003820544334	-0.033717816981334	0.0326438431004432	-0.000269553533451698	-0.00019039754064375	NA	NA	0.0145991619200548	0.0689761685027097	0.00404420384917978	0.0246952498206926	0.0343046159343571	0.0187087262822389	-0.0314084953053415	-0.0267349640988587	0.0291400654905152	0.0309529926245479	0.00286153668708993	0.0266190656074664	-0.0384839850444574	-0.0121684296516361	0.0639291081575315	0.0173759825254272	-0.00019039754064375	0.0253082982959984	-0.036634829497989	0.0165910978436812	-0.0384839850444574	-0.0167548801582339	0.0026996320788767	0.0645756341045442	-0.0128600029365437	-0.00310815638410901	-0.0193392741105626	-0.00607281356050348	0.0103209442069991	0.0373091829774099	0.0391953223230241	-0.00537663257723392	0.0247812468462746	NA	0.0623975123352162	-0.00373032699489986	-0.00440897775585448	-0.0170718418520567	0.0103209442069991	0.0149164123846722	0.0483878450176649	0.0136429794903652	NA	0.0103209442069991	0.0326438431004432	-0.0422209594182696	0.0108129254601566	0.0230982279570436	0.0206552301508736	-0.000507034875232335	-0.0544951479472704	0.0300388183326059	-0.0467676485360184	-0.00310815638410901	-0.0205626950399441	0.0475014332434185	0.00811999630600518	0.0146422221427631	0.027932039551918	-0.0212372325126049	-0.00864358906029684	-0.0377229980007677	0.0358377506472063	0.0145991619200548	0.0165910978436812	-0.0064863821298654	0.0287850145317444	-0.0120399629608704	-0.0207117773173329	NA	0.0142961287192009	0.0166260393093474	0.00471314671824852	0.0680675582856683	NA	-0.00932869865003202	-0.00019039754064375	-0.0121684296516361	0.00226854073148371	0.0292361210388984	NA	-0.0260334656973271	-0.000205329462835108	0.0277565219241487	-0.00807860699595874	0.0313219844901915	0.0157135349874211	0.0241854152642426	-0.0510280976004591	0.0400938441898563	0.0307984477430727	-0.00537663257723392	-0.00342292198361661	0.0546727476214626	0.0463465910382284	-0.0195873266880586	0.112082051876105	-0.0155855033096177
RecO (2141)	0.0965572585975883	0.0713908692935826	0.0202775833939271	0.339792204885986	0.343338299615788	1	0.382828390237459	0.12854208690086	0.116667090336734	0.125112784451797	-0.0253786413824944	-0.0308510022200874	0.109687355048052	0.105864939195402	-0.023814694887139	0.013575375121492	NA	0.0201616345017324	0.048379269099569	0.0680399842278582	0.0105109088118327	0.0350727485717231	0.00606586312502286	0.0317864211644091	0.0105109088118327	-0.0425522908999672	0.0210626940495651	-0.00311488739693931	-0.0562362204766197	-0.0600386442023534	0.0160695314646082	NA	0.0388104570447016	0.0192192100778092	-0.0409305122747547	-0.0166082644216501	0.0240505481163876	0.0339610918384323	0.0219274896471128	0.0212151209137557	0.0227601562456509	0.0235641009324257	0.0182290051764017	0.0121395675045001	-0.0126944716768294	0.0243421705153709	-0.0555202904512864	0.0444803527506525	0.02654352193433	0.00804717020347953	-0.026391409295611	0.0153938555069593	0.0227601562456509	-0.0116440250436802	0.0679119226922414	0.0232593186272436	0.0479998468548044	-0.0123991447776757	-0.0106174171750204	0.00482647672083551	0.0134909625185001	0.0366724944516872	0.0264064795375815	0.0192192100778092	0.013575375121492	NA	NA	0.00858027290633396	0.0744992945838385	0.0148742857544632	0.0279177162978547	-0.00311488739693931	0.0237358100094102	0.0121395675045001	0.02654352193433	0.0323409053294136	-0.000486462639185898	0.0201616345017324	0.0235641009324257	-0.0795733647738766	-0.0339833572695867	0.0491986265104674	0.00634881388420997	-0.0209045940395435	0.0148742857544632	0.0334342466730424	0.0291270917233451	0.0148742857544632	0.0192192100778092	-0.00399693965773354	0.0457583029336785	-0.026391409295611	0.0227601562456509	0.0260921047040943	0.00802792386257453	0.00606586312502286	0.0219274896471128	0.038178556862555	0.0121395675045001	0.0227601562456509	NA	0.0237358100094102	0.0182290051764017	0.0176424621873943	0.00755740159498789	0.00606586312502286	0.0156573863788896	-0.00702584302525799	0.0182290051764017	NA	0.00606586312502286	0.0264064795375815	-0.0339833572695867	0.0171827601207548	0.013575375121492	0.0121395675045001	0.0230343413135385	-0.0458084821405842	0.0250967725460956	0.013575375121492	0.00211433145451402	0.000506940702224142	0.0279177162978547	0.0140620007591419	0.0326541426589634	0.0130904702698994	0.0328879933198854	0.0159083453068287	0.0285748156654532	0.0210626940495651	0.00858027290633396	0.00945223017268271	-0.0279377805171715	0.0285738736265408	0.0160695314646082	0.032329057525364	NA	0.0440653259062445	-0.0320457231346021	-0.0123991447776757	0.0495751080704708	NA	-0.00122769801381798	0.013575375121492	0.0105109088118327	0.00502140402707789	0.0171827601207548	NA	-0.0100936978851428	0.00577043130605782	0.0455178046923581	-0.0201315524084324	0.0210299595617931	0.0238861667352789	-0.0097792606488599	0.01565052794671	0.0235641009324257	0.0299345834082899	-0.0264019009114265	0.0365322736804779	0.0380068661067469	0.0272389882079448	-0.00902520324734571	0.093673612159153	0.00685356484061235
RecR (2278)	0.0771551270235603	-0.00781066585963795	-0.0224396565035454	0.20462598159694	0.200450630857631	0.382828390237459	1	0.0694629665718756	0.0500876294361057	0.109731934148961	-0.00527041680806609	-0.0110765951579486	0.0554392761878056	0.055652815222536	0.0208549616463764	0.00659837029018994	NA	0.00979965038957084	0.0236712521473818	-0.0133779981466964	0.00510887307394493	0.0171267582077858	0.00294833922969418	0.0208549616463764	0.00510887307394493	-0.0331569882438785	0.0102376143129911	-0.0352090205696438	-0.0271230597385352	-0.0142558014416548	0.00781066585964727	NA	0.0151382621425069	0.00934158088770349	0.0156926081276833	0.00722971146886864	0.0252261302891617	0.0217085803656077	0.0106579519852011	0.0181046239830777	0.0110626732173039	0.0114534340389163	0.00886028747634842	0.00590048973531751	0.0208549616463764	0.0118316181534516	-0.0432923023067419	0.00654415878517812	0.0129015946123807	-0.0298749664379121	-0.0352090205696438	0.00757967749824956	0.0110626732173039	-0.0126223152331366	0.0362509051566383	0.0217085803656077	0.0233305349270965	0.0121983957618706	-0.0226834920599805	-0.00405475047712252	0.0248572641949506	0.0178248258844853	-0.00494665407214588	0.00934158088770349	0.00659837029018994	NA	NA	0.00417047907112661	0.0583185970714366	0.00722971146886864	0.0135695277766637	0.00979965038957084	-0.00719020754277537	0.00590048973531751	0.0129015946123807	-0.000219874686708479	0.0148184430245349	0.00979965038957084	0.0114534340389163	-0.0536465546675469	-0.0809275111568377	0.0239132070075084	0.0121983957618706	-0.0600738582072074	0.00722971146886864	0.0335926751644722	0.0237204022507376	0.00722971146886864	0.00934158088770349	-0.00594514350560896	0.020169768997748	0.00979965038957084	0.0110626732173039	0.0287746003815039	0.00400759723266589	0.00294833922969418	0.0106579519852011	0.0249261858396883	0.00590048973531751	0.0110626732173039	NA	0.0178248258844853	0.00886028747634842	0.0156926081276833	-0.00631614881344411	0.00294833922969418	0.0183852975387926	-0.020199920889115	0.00886028747634842	NA	0.00294833922969418	0.0188054617618771	0.00510887307394493	0.00835175550359211	0.00659837029018994	0.00590048973531751	0.0175716757974472	0.0102376143129911	0.0121983957618706	0.00659837029018994	0.0110626732173039	-0.0307619149271859	0.0135695277766637	0.0145158930187465	0.00410536337001573	-0.0170002654468668	0.0212856749661164	0.0151151937271446	0.0139737411694163	0.0102376143129911	0.00417047907112661	0.0237204022507376	-0.0710782074425531	0.0235261900171965	0.00781066585964727	0.023887200362147	NA	0.0135693874997195	0.0217769235557432	-0.0240536141493662	0.0207663785711389	NA	0.0102376143129911	0.00659837029018994	0.00510887307394493	-0.0255280022115234	0.00835175550359211	NA	0.00835175550359211	0.0123929846515801	0.0221241275079928	0.0162660048689886	0.0319755855342678	0.0217117355978213	0.0214980745346076	0.0204879361660588	0.0114534340389163	0.0271763531865075	0.00590048973531751	0.0227345362658705	0.0233305349270965	0.013239629028121	0.0162504718814004	0.0418581015122518	0.0255903212888748
RecB (665)	0.0364216409922279	0.0347995503780611	0.0380980972620121	0.134547405656459	-0.000208547569184834	0.12854208690086	0.0694629665718756	1	0.98118017465216	0.382668726443968	-0.635049496703946	-0.592638060098717	0.00940989609022222	0.0181143785911139	-0.0929169550313327	-0.0293983027123039	NA	-0.00204727387934897	-0.0184000798549416	0.0113335318104312	-0.0227620140339605	-0.0380016948770029	-0.0131359965205311	-0.00676666976490265	-0.0227620140339605	-0.0313860928542214	-0.0456125484610328	-0.0297899239995064	0.0203043685238208	-0.049240231283772	-0.0347995503780613	NA	0.019142194791693	0.0311057513288505	-0.02628446046695	-0.0322111729013464	0.0148467692305738	0.0563416531139215	0.0291063840181518	0.00858147960186821	0.0245330761006957	0.0440823239026868	0.0371674830738953	0.0196475488069496	0.0727566704810328	-0.0296865613562745	-0.045819211561333	0.0388123835767075	0.0693919336034982	0.0130749123866829	-0.0159185989394277	0.0846066361084317	-0.0123777151323752	0.0522535074082966	0.243932002400151	0.0180762003341971	0.0866191734584009	-0.0431760017615209	0.0635253908639691	0.0409031128757739	0.0519192925471538	0.00538731970156321	0.0333378639608335	0.0456509758938905	0.0527931625549372	NA	NA	-0.0185811042418444	0.0112260488428095	0.0615968043201185	0.0502145894651046	0.095052001541202	-0.0100315608236005	0.0655840713696769	0.0482463420877924	0.00454581364617688	-0.0291052420948091	-0.0297899239995064	0.00841539083438782	-0.0134495774570534	0.030269485329372	0.254160238217856	0.0685498952363352	0.0733410288717475	-0.0322111729013464	-0.0178423709292775	0.0291534893006733	0.00531201798723958	0.0747414250239704	0.0423249137865777	0.0218738712189565	0.0118240511807297	-0.0123777151323752	0.0215670507357901	-0.00270853079151347	0.0327708544775354	0.105698084102905	0.0841752128028399	0.0426158100883132	-0.049288506365446	NA	0.0670628418022179	0.0524961841677254	0.0348006256582418	-0.0777342392272395	-0.0131359965205311	-0.000842782422556376	0.00276306594549563	0.0831535863553857	NA	0.0327708544775354	0.0260176451546188	0.00375373564770577	-0.00470025030600988	-0.00885043639549358	0.0426158100883132	0.0780531866554718	-0.0323288939969426	0.113240254035478	0.0116974299213167	0.0245330761006957	0.0163411006706929	-0.0503964165844713	0.0106655272687519	0.0463485342139557	-0.00559112376649899	0.0806252381380613	0.0503308233387836	0.150846253596528	-0.00576158506876204	0.0463549653191276	0.00570355968753329	0.0379737983740282	-0.00437781078073613	0.0868157204168477	0.0486171187216429	NA	0.0957227685340744	-0.0661995960957015	-0.0208308223619497	0.0224252721185956	NA	0.0606566872516893	-0.00885043639549358	0.030269485329372	0.0163692254207495	0.0440648466188426	NA	-0.00470025030600988	-0.0317038638407379	0.0454844180011015	0.0547890952266362	-0.022440703416009	0.0202593541412532	-0.0120988134011409	0.0294975262271871	-0.0510294976127772	-0.0178746330290043	-0.0262889737557776	0.00246334291622614	-0.0682155139081174	0.013163568742317	0.0625453084737177	0.0751669353370701	0.109773174346808
